company,web
ESI Technologies Inc ,http://www.esitechnologies.com/
eSolutions Group ,http://www.esolutionsgroup.ca/
Espial ,http://www.espial.com/
Eurocom Corporation ,http://www.eurocom.com/
ExcelSECURE Inc ,http://www.excelsecurity.ca/
Exegenix ,http://www.exegenix.com/
Expertech ,http://www.expertech.net/
Filbitron Systems Group Inc. ,http://www.filbitron.com/
FingertipWare Inc. ,http://www.fingertipware.com/
Five-Online ,http://www.five-online.com/
Flash Horizon Inc ,
Flow-Rite Inc ,http://www.flowrite.on.ca/
Frontline Robotics Inc ,http://www.frontline-robotics.com/
Futac Technologies Limited ,http://www.answerz.com.au/
G-NET Inc ,http://www.gnetlabs.com/
Getronics N.V ,
GlobeStar Systems Inc ,http://www.globestarsystems.com/
GODDU SYSTEMS CORP ,http://www.goddu.com/
GR Technologies ,http://www.grtechnologies.com/
GRafP Technologies Inc ,http://www.grafp.com/
GridIron Software Inc ,http://www.gridironsoftware.com/
Gunnebo Security Inc ,
H.K. EYECAN LTD. ,http://www.eyecan.ca/
Heiler Software AG ,http://www.heiler.com/
Hollings Associates Limited ,http://www.hollings.com/
Home Wireless Networks Inc ,http://www.homewireless.com/
Hooplah Inc ,http://www.hooplah.com/
HTN Inc ,
Humasys Inc ,http://www.humasys.ca/
"Hunter Business Group , Inc. ",http://www.hunter-inc.com/
Identica Corp. ,
InBusiness Solutions Inc ,http://www.inbusiness.com/
InCAD Software Technologies Corporation ,http://www.incad.com/
INFOCONSOL INC. ,http://www.infoconsol.com/
Infostream Technologies Inc ,
InGenius Engineering Inc ,http://www.ingenius.com/
Inglenet Business Solutions ,http://www.inglenet.com/
Inline Internet Systems Inc ,http://www.inline.net/
Insurance Systems Inc. ,http://www.insurancesystems.ca/
Intelliware Development Inc ,http://www.intelliware.com/
IP Unwired Inc ,http://www.ipunwired.com/
"IS Consulting Group , Inc. ",http://www.isconsultinggroup.com/
Jatheon Technologies Inc ,http://www.jatheon.com/
JETNET Internetworking Services Inc ,
Kador Ltd. ,
Kasten Chase ,http://www.kastenchase.com/
KCSL Inc ,http://www.kcsl.ca
Keigan Systems Inc ,http://www.keigansystems.com/
Knowledge4You Corporation ,http://www.knowledge4you.com/
Kobian Pte Ltd ,http://www.kobian.com/
KOM Networks Inc ,http://www.komnetworks.com/
Kyberpass Corporation ,http://www.kyberpass.com/
Labtronics Inc. ,http://www.labtronics.com/
Lava Computer MFG Inc ,http://www.lavalink.com/
LCM Security Inc ,http://www.lcmsecurity.com/
LCT Services ,http://www.lctservices.ca/
Litcom Information Services Inc ,http://www.litcom.ca/
LiveHive Systems Inc. ,
Livewire Lifescience Solutions Inc ,
Lixar IT Inc. ,http://www.lixar.com/
Lookit Canada Inc ,
Luxcom Technologies Inc ,http://www.luxcom.com/
LYNXDev Inc ,
MakeMeSecure.com ,http://www.makemesecure.com/
Makvision Inc ,http://www.makvision.com/
Manthan Systems ,http://www.manthansystems.com/
Mantra Technologies ,http://www.mantrasys.com/
MapFusion Corp ,http://www.mapfusion.com/
March Networks Corporation ,http://www.marchnetworks.com/
Marketcircle Inc -,http://www.marketcircle.com/
Masstech Group Inc. ,http://www.masstech.com/
Matias Corporation ,http://www.matias.ca/
Micro Alternative Solutions Inc ,
Minotaur Software Ltd ,http://www.minotaursoftware.com/
Mobien Technologies Private Limited ,
Mobile GPS Online ,http://www.mobilegpsonline.com/
MobileQ Inc ,
Momentum Advanced Solutions Inc ,http://www.momentum.com/
Morochove & Associates Inc ,http://www.morochove.com/
National Research Council ,
Nemx Software Corporation ,http://www.nemx.com/
Neola Corporation ,http://www.hansentek.com/
Net Integration Technologies Inc ,http://www.net-itech.com/
Net Integration Technologies Inc ,http://www.net-itech.com/
Netstar Solutions Inc ,http://www.achievo.com/
Netstart eBusiness Inc ,
Newbridge Networks Corporation ,http://www.newbridge.com/
NewStep Networks Inc ,http://www.newstep.com
Nexus Telecom AG ,http://www.nexustelecom.com/
NI Solutions Group Inc ,http://www.nisolutions.ca/
Niagara SMD Technology Inc. ,http://www.niagaratech.com/
NMA ,
NMA ,
Northern Micro Inc ,http://www.northernmicro.com/
Northern Technologies Corp. ,http://www.northerntech.com/
NTG Clarity Networks Inc. ,http://www.ntgclarity.com/
Nulogy Corporation ,http://www.nulogy.com/
Nuvo Network Management Inc. ,http://www.nuvo.com/
OctigaBay Systems Corporation ,http://www.octigabay.com/
Oculus Info Inc. ,http://www.oculusinfo.com/
"Okino Computer Graphics , Inc. ",http://www.okino.com/
OnPath Business Solutions Inc ,http://www.onpath.com/
"Open Storage Solutions, Inc. ",http://www.openstore.com/
Optima Tele.com Incorporated ,http://www.optimatele.com/
Orion Technology Inc. ,http://www.oriongis.com/
Ositech ,http://www.ositech.com/
Our Software Ltd ,http://www.oursoftware.com/
PACE Integration Inc ,
PacketWorks Inc ,http://www.packetworks.net/
pavliks.com ,http://www.pavliks.com/
Pen Systems Inc. ,http://www.pensystems.com/
PFW Systems Corporation ,http://www.pfw.com/
Phantom Fiber Corporation ,
Picasso Fish Corporation ,http://www.picassofish.com/
PIKA Technologies Inc. ,http://www.pikatechnologies.com/
Plaintree Systems Inc. ,http://www.plaintree.com/
Pleora Technologies Inc. ,http://www.pleora.com/
Pricedex Software Inc ,http://www.pricedex.com/
Pronexus Inc. ,http://www.pronexus.com/
PROPHIX ,http://www.prophix.com/
Psion Teklogix Inc ,http://www.psionteklogix.com/
QJet Inc ,http://www.qjet.com
Quartet Service Inc ,http://www.quartetservice.com/
QuickPlay Media Inc. ,http://www.quickplay.com/
R3 Networks ,
Rabbit Ear Networks Ltd ,
Radialink Corp ,http://www.radialink.com/
Ramius Corporation ,http://www.ramius.net/
Rebel.com Inc. ,http://www.rebel.com/
Redline Communications Inc. ,http://www.redlinecommunications.com/
Research In Motion Limited ,http://www.rim.com/
Roaring Penguin Software Inc. ,http://www.roaringpenguin.com/
Route1 Inc ,http://www.route1.com/
RuggedCom Inc. ,http://www.ruggedcom.com/
Sandvine Incorporated ,http://www.sandvine.com/
Sangoma Technologies Corporation ,http://www.sangoma.com/
SecuriSource Inc. ,http://www.securisource.com/
Selient Inc ,http://www.selient.com/
Semacode Corporation ,http://www.semacode.com/
Seregon Solutions Inc ,http://www.seregon.com/
SIGMA GLOBAL SOLUTIONS ,
Sigma Systems Inc ,http://www.sigma-systems.com/
SilCom Technology Inc ,http://www.silcomtech.com/
Skura Corporation ,http://www.skura.com/
SKYDATA Corporation ,
SkyWave Mobile Communications Inc ,http://www.skywave.com/
SkyWave Mobile Communications Inc ,http://www.skywave.com/
Slateboard Software Inc ,http://www.slateboard.com/
SlipStream Data Inc. ,http://www.slipstream.com/
Software Innovation Inc ,http://www.software-innovation.com/
"Solace Systems , Inc. ",http://www.solacesystems.com/
Soltrus Inc ,http://www.soltrus.com/
Solutions Inc. ,
Spin Networks Inc ,http://www.spinnetworks.com/
Spirit Of Success Inc ,
Spotwave Wireless Inc ,http://www.spotwave.com/
StarTech.com Ltd ,http://www.startech.com/
Stealth Computer Corporation ,http://www.stealth.com/
Sterling Information Technologies Inc ,http://www.sterlinginfo.com/
Sterling Marking Products Inc. ,http://www.sterling.ca/
Storageflex Inc. ,http://www.storageflex.com/
"StorageQuest , Inc. ",http://www.storagequest.com/
Strategic Connections Inc ,http://www.scitorque.com/
Strategic Vista International Inc. ,http://www.strategicvista.com/
Superior Computers ,http://www.superiorcomputers.ca/
Swagman Systems Design Inc ,http://www.swagsys.com/
TagStone ,http://www.tagstone.net/
Telisoft Inc ,
Tenth Power Technologies Inc. ,
Teranet Inc. ,http://www.teranet.ca/
Tetraplex Limited ,
TGO Consulting Inc ,http://www.tgo.ca/
The Business Accelerators Inc ,http://www.businessaccelerators.ca/
The Transaction Project ,http://www.trxn.com/
ThinData Inc ,http://www.thindata.com/
Tickets.com Inc ,
Ticoon Technology Inc. ,http://www.ticoon.com/
Tira Wireless Inc ,http://www.tirawireless.com/
Titus International Inc ,http://www.titus.com/
Tremware Technologies Inc ,http://www.tremware.com/
Trigence Corp. ,
Trillys Systems Inc ,http://www.trillys.com/
TrueContext Corporation ,http://www.truecontext.com/
Ubiquity Software Corporation ,http://www.ubiquitysoftware.com/
Ubitech Systems Inc ,http://www.ubitech.com/
"Unique Broadband Systems , Inc. ",http://www.uniquebroadband.com/
Validian Corporation ,http://www.validian.com/
viDesktop Inc. ,http://www.videsktop.com/
Viken Electronics Inc ,
Virtek Vision International Inc ,http://www.virtek.ca/
Virtual Reach Inc ,http://www.virtualreach.com
Visionmax Solutions Inc ,http://www.visionmax.com/
Vistar Telecommunications Inc. ,http://www.vistar.ca
W3 Connex Inc. ,http://www.w3connex.com
Waverider ,http://www.waverider.com/
Webpointz ,http://www.webpointz.com/
Whitech Pty Ltd ,http://www.whitech.com.au/
Wi-LAN Inc. ,http://www.wi-lan.com/
Wi-Sys Communications Inc. ,
WinMagic Inc. ,http://www.winmagic.com/
Wysdom Inc. ,http://wysdom.com/
XIA Systems Corporation ,
ZIM Corporation ,http://www.zim.biz/
