company,web
Provance Technologies Inc ,http://www.provance.com/
Pultronics Inc ,http://www.pultronics.com/
Purkinje Inc. ,http://www.purkinje.com/
Quazal ,http://www.quazal.com/
Raymark ,
RDP Marathon Inc. ,http://www.rdpmarathon.com/
Revec Inc ,http://www.revec.com/
RoboMotio inc ,http://www.robomotio.com
Ryma Technology Solutions Inc. ,http://www.rymatech.com/
SAND Technology Inc ,http://www.sand.com/
Scanpak Inc. ,http://www.scanpak.com/
SCIROCCO ,http://www.scirocco.ca/
SecuTech Solution Inc ,http://www.esecutech.com/
SecuTech Solution Inc ,http://www.esecutech.com/
SEM Solutions ,http://www.semsolutions.com/
Sequence Bioinformatics Inc ,http://www.seqbio.com
Sequence Technologies Inc ,http://www.sequencetech.com/
SGDL Systems Inc. ,http://www.sgdl.com
Shift Ctrl Group Inc ,http://www.shiftctrlgroup.com/
Silanis Technology Inc ,http://www.silanis.com/
Sirma Group Corp ,
Sirma Solutions ,http://www.sirmasolutions.com/
Sitepak Inc ,http://www.sitepak.com/
Slant Productions Inc ,http://www.slantproductions.com/
Sliq Media Technologies Inc ,http://www.sliq.com/
Societe GRICS ,
Softissimo ,http://www.softissimo.com/
Softissimo ,http://www.softissimo.com/
SoftMap Technologies Inc ,http://www.softmaptech.com/
softTarget Company ,
Soleica Inc ,http://www.soleica.ca/
Solutions Fides ,http://www.solutionsfides.com
Speedware Corporation Inc ,http://www.speedware.com/
Spline Technologies Corp ,http://www.remotedebugger.com/
SQLiaison Inc. ,http://www.sqliaison.com/
"StormMaker Software , Inc ",http://www.stormmaker.com/
Stratasoft Inc ,
Studio XX ,http://www.studioxx.org/
Syllogix Inc. ,http://www.syllogix.com/
Synercard Corporation ,
SYSBYTE Telecom Inc ,http://www.sysbyte.com/
Systemes Sarotech Inc ,
Tavis Software inc ,http://www.tavis.ca/
Techni-Connection ,
Technicost Inc ,http://www.technicost.com/
Technology Evaluation Centers inc ,http://www.technologyevaluation.com/
Teckn-O-Laser ,http://www.teckn-o-laser.com/
TECSYS Inc. ,http://www.tecsys.com/
Tenrox Corporation ,
ThunderLine Internet Solutions Inc. ,http://www.thunderline.com/
Tiger Technology GmbH ,
Tobit Software Limited ,http://www.tobit.com/
TORNADO Technologies inc ,http://www.tornadoviz.com/
TR Technology ,http://www.trtechnology.com/
Turolian ,http://www.turolian.com/
Ullix Inc ,http://www.ullix.com/
Ultimate Technographics Inc ,http://www.imposition.com/
Versatel Networks Inc ,http://www.versatelnetworks.com
VIASAT Geo-Technologies Inc. ,http://www.viasat-geo.com/
Vircom inc ,http://www.vircom.com/
Virtual Model Inc ,http://www.myvirtualmodel.com/
Visicom Media Inc ,http://www.visicommedia.com/
Visual Life Software Inc ,http://www.visuallife.com/
VIXON Inc ,http://www.vixon.ca
VoiceAge Corporation ,http://www.voiceage.com/
Volansa Technologies Inc. ,http://www.volansa.com
W4 Technology Inc ,http://www.w4technology.com
Watch4Net Solutions Inc ,
WorkLogic Corporation ,http://www.worklogic.com/
XBI Software Inc. ,http://www.xbisoftware.com/
Xceed Software Inc. ,http://www.xceedsoft.com/
XMLMentor Inc ,
Ytria Inc ,http://www.ytria.com/
Zeligsoft Inc ,http://www.zeligsoft.com/
Zero-Knowledge Systems Inc ,http://www.zeroknowledge.com/
